# SiO2, literature reference, NOT from this campaign. Optical constants of the universal dispersion model of D. Franta, D. Necas, I. Ohlidal and A. Giglia, Proc. SPIE 9890, 989014 (2016). Tabulated from the refractiveindex.info entry 'main/SiO2/Franta', 250-4848 nm. n(1500 nm) = 1.4449, that is 0.0256 below the value this campaign's single layers give, which is exactly the handicap the in situ test of Section 6 starts from. Used only as a starting point, never as a result. sigma_n is a flat placeholder of 0.01 and carries no published meaning.
Wavelength_nm,n,k,sigma_n
1102.0,1.4494386872308695,5.294456480114842e-66,0.01
1104.0,1.449415392512549,1.1941080268968129e-65,0.01
1106.0,1.449392088661811,2.591780626388772e-65,0.01
1108.0,1.4493687485420312,5.333538184925286e-65,0.01
1110.0,1.4493455368310937,1.0878838670174913e-64,0.01
1112.0,1.449322301242031,2.4518851709340576e-64,0.01
1114.0,1.4492990462501563,5.420115444812355e-64,0.01
1116.0,1.4492758024312062,1.2279772240636623e-63,0.01
1118.0,1.4492526036410465,2.892323757709506e-63,0.01
1120.0,1.4492294634782559,1.1483506170981066e-62,0.01
1122.0,1.4492063016048837,1.1215179870366092e-61,0.01
1124.0,1.4491831618640154,1.302951623913618e-60,0.01
1126.0,1.4491600646887692,1.1011711361660189e-59,0.01
1128.0,1.449137016404154,5.417802089553485e-59,0.01
1130.0,1.4491139419564616,7.30482186228755e-58,0.01
1132.0,1.4490908463804615,8.553480001284859e-57,0.01
1134.0,1.4490677789196182,7.637764648837029e-56,0.01
1136.0,1.4490448164539693,2.8534366137828454e-55,0.01
1138.0,1.4490218238220611,3.458852038401346e-54,0.01
1140.0,1.4489988094041986,3.689920963777468e-53,0.01
1142.0,1.4489758036671103,3.1481112514215286e-52,0.01
1144.0,1.4489528359134092,1.3325249751291301e-51,0.01
1146.0,1.4489299208679547,1.1025649625767323e-50,0.01
1148.0,1.4489069822545833,1.0594546898537723e-49,0.01
1150.0,1.4488840552908302,8.320894078370499e-49,0.01
1152.0,1.4488611642221052,3.7639009886240614e-48,0.01
1154.0,1.448838321823609,2.3846085462414634e-47,0.01
1156.0,1.44881545407594,2.045998495877742e-46,0.01
1158.0,1.4487925631642857,1.4493521083608167e-45,0.01
1160.0,1.448769662612388,6.266579001195768e-45,0.01
1162.0,1.4487468871422389,3.549360133762791e-44,0.01
1164.0,1.4487240853523882,2.705078482832511e-43,0.01
1166.0,1.448701259888209,1.6988933942457953e-42,0.01
1168.0,1.4486784207584444,6.426629972582703e-42,0.01
1170.0,1.4486557065658519,3.6499108921821764e-41,0.01
1172.0,1.4486329662137036,2.454997357750004e-40,0.01
1174.0,1.448610201718,1.3434354086672735e-39,0.01
1176.0,1.4485874137594097,4.0872435314365126e-39,0.01
1178.0,1.448564671700369,2.6182521820107805e-38,0.01
1180.0,1.4485419594391544,1.547139204286728e-37,0.01
1182.0,1.4485192514699265,7.249198768852985e-37,0.01
1184.0,1.4484965162493382,2.216675030317026e-36,0.01
1186.0,1.4484738223989744,1.313946590128081e-35,0.01
1188.0,1.4484511561613138,6.750861555170645e-35,0.01
1190.0,1.4484285006051094,2.623625134345683e-34,0.01
1192.0,1.4484058131306567,8.900325139272669e-34,0.01
1194.0,1.4483831606896727,4.6237030365720296e-33,0.01
