# Nb2O5, literature reference, NOT from this campaign. Optical constants of the universal dispersion model of D. Franta, B. Hroncova, J. Dvorak, J. Vohanka, P. Franta, I. Ohlidal, V. Pekar and D. Skoda, Opt. Mater. 157, 116133 (2024), for magnetron-sputtered Nb2O5 films made on another plant. Tabulated from the refractiveindex.info entry 'main/Nb2O5/Franta', 250-4848 nm. Used only as a deliberately foreign starting point for the in situ multi-start test of Section 6; never as a result. sigma_n is a flat placeholder of 0.01 and carries no published meaning: nothing in the deposit reads it for this table.
Wavelength_nm,n,k,sigma_n
778.0,2.2904255394093966,3.0784045673218596e-06,0.01
780.0,2.290080887487716,3.1028149987032654e-06,0.01
782.0,2.289738953404786,3.127354720772141e-06,0.01
784.0,2.289399866131319,3.1520126106204824e-06,0.01
786.0,2.2890634110916555,3.17681742290447e-06,0.01
788.0,2.288729845294681,3.2017461297546807e-06,0.01
790.0,2.28839886046689,3.226806315955264e-06,0.01
792.0,2.2880704266244076,3.251998580315822e-06,0.01
794.0,2.287744587839213,3.277317758799294e-06,0.01
796.0,2.2874212551585535,3.3027689788423203e-06,0.01
798.0,2.2871003991327274,3.3283528528881825e-06,0.01
800.0,2.286782048391255,3.35406531939e-06,0.01
802.0,2.2864662292923077,3.3799023137046152e-06,0.01
804.0,2.2861526887309624,3.4058827898875224e-06,0.01
806.0,2.285841617944412,3.431989283165813e-06,0.01
808.0,2.285532981166892,3.4582358186712405e-06,0.01
810.0,2.2852268318897586,3.4846111287494427e-06,0.01
812.0,2.2849228254917637,3.5111342463770233e-06,0.01
814.0,2.2846212242520254,3.5377804762025164e-06,0.01
816.0,2.2843219017051197,3.5645590085456198e-06,0.01
818.0,2.284024707334363,3.591481683061163e-06,0.01
820.0,2.283729834566035,3.6185291439451724e-06,0.01
822.0,2.2834371072336785,3.645715653957674e-06,0.01
824.0,2.2831465682602214,3.673035451297998e-06,0.01
826.0,2.282858163983577,3.70049174507161e-06,0.01
828.0,2.2825718487725237,3.7280871281110077e-06,0.01
830.0,2.2822876217364763,3.755819938789675e-06,0.01
832.0,2.2820055112958118,3.7836855393311226e-06,0.01
834.0,2.281725427156863,3.8116909802957375e-06,0.01
836.0,2.2814473064749037,3.839840871815829e-06,0.01
838.0,2.2811712486153732,3.868123395036141e-06,0.01
840.0,2.2808971311308692,3.896549213076956e-06,0.01
842.0,2.2806250393560297,3.9251076713402424e-06,0.01
844.0,2.280354833531731,3.953811541211618e-06,0.01
846.0,2.280086623068564,3.982648756371272e-06,0.01
848.0,2.2798202878794833,4.011635991785008e-06,0.01
850.0,2.2795558900798674,4.040756788422445e-06,0.01
852.0,2.2792932871032585,4.07002509494055e-06,0.01
854.0,2.2790325724060976,4.099428618854207e-06,0.01
856.0,2.2787736163679826,4.12898021966999e-06,0.01
858.0,2.278516502025296,4.158668561903623e-06,0.01
860.0,2.2782611099428354,4.188505675273592e-06,0.01
862.0,2.278007533168168,4.218478799584202e-06,0.01
864.0,2.2777557317394326,4.248590642796027e-06,0.01
866.0,2.2775055777682756,4.278854794685478e-06,0.01
868.0,2.2772570916192203,4.309267166708044e-06,0.01
870.0,2.2770104252022243,4.339807031027392e-06,0.01
872.0,2.2767653505380836,4.3705007510160985e-06,0.01
874.0,2.2765218683103776,4.4013466765391644e-06,0.01
876.0,2.2762800626288016,4.4323322860340265e-06,0.01
878.0,2.276039898625536,4.463460057360415e-06,0.01
880.0,2.275801270469329,4.494741987177672e-06,0.01
882.0,2.2755642627636843,4.526165131930723e-06,0.01
884.0,2.2753288466396566,4.557731326214159e-06,0.01
886.0,2.2750949175218795,4.589452878084903e-06,0.01
888.0,2.2748626493736315,4.6213040580194125e-06,0.01
890.0,2.274631717453655,4.653327884485999e-06,0.01
892.0,2.2744024286232456,4.68548034513902e-06,0.01
894.0,2.2741745839246112,4.717796661806779e-06,0.01
896.0,2.2739482396066375,4.750258134162343e-06,0.01
898.0,2.2737233786170763,4.7828652092879665e-06,0.01
900.0,2.273499983979662,4.815618352600392e-06,0.01
902.0,2.2732779457972,4.8485318563848e-06,0.01
904.0,2.273057328517731,4.881594501308538e-06,0.01
906.0,2.2728381296837936,4.914804715540154e-06,0.01
908.0,2.272620333192737,4.948162958312747e-06,0.01
910.0,2.272403850301318,4.981681007460446e-06,0.01
912.0,2.27218870928081,5.015352803072253e-06,0.01
914.0,2.271974987004323,5.049164287913492e-06,0.01
916.0,2.2717625887446706,5.083128349197392e-06,0.01
918.0,2.271551472298316,5.117249941135297e-06,0.01
920.0,2.271341623624589,5.151529623349357e-06,0.01
922.0,2.271133056301525,5.18596339441144e-06,0.01
924.0,2.270925800658449,5.2205442584153185e-06,0.01
926.0,2.2707197739802907,5.2552841315893524e-06,0.01
928.0,2.2705150548300375,5.2901677524688316e-06,0.01
930.0,2.270311511964813,5.32521565757028e-06,0.01
932.0,2.2701092742690783,5.360403585447932e-06,0.01
934.0,2.2699081891573463,5.395764601257988e-06,0.01
936.0,2.269708376393465,5.4312894566517544e-06,0.01
938.0,2.269509753209606,5.4669697660313395e-06,0.01
